"y","x1","id","period"
0,0.536537677928451,1,1
0,-3.04318942072412,1,2
0,5.57684387197523,1,3
0,-2.83005866128121,1,4
0,-5.04435440472598,1,5
0,-0.636384852825486,1,6
0,-2.12988365009913,1,7
0,3.49185577275002,1,8
0,0.837986145142929,1,9
0,0.633889036054733,1,10
0,-5.26462513679268,2,1
0,-3.70483484669068,2,2
0,-0.217425090173667,2,3
0,-2.02699418616081,2,4
0,0.0114000146888477,2,5
0,-3.49286677282779,2,6
0,-0.79791698313459,2,7
0,-1.20543533299595,2,8
0,-5.75415681898607,2,9
0,1.75042070106438,2,10
0,-0.660952017514124,3,1
0,-1.33731101837086,3,2
0,5.02067782875403,3,3
0,-4.44139255488388,3,4
0,1.53641790064163,3,5
0,2.49021058415734,3,6
0,-7.41520944668171,3,7
0,-0.968050206609737,3,8
0,-3.56500683590476,3,9
0,-0.730197130607096,3,10
0,-1.86315852416164,4,1
0,-0.302232184599428,4,2
0,-2.82750907920847,4,3
0,-0.339083003666127,4,4
0,2.6302328760129,4,5
0,3.67853203455362,4,6
0,1.99864111107247,4,7
0,-2.22294435785415,4,8
0,-2.86413340948518,4,9
0,3.45663254925681,4,10
0,-2.15188264977714,5,1
0,5.37627546609346,5,2
0,-1.58771496741925,5,3
0,0.16824395636023,5,4
0,-0.230451438249979,5,5
0,-2.30673866764606,5,6
0,0.155588782498574,5,7
0,0.745993605488195,5,8
0,-3.65308548133564,5,9
0,3.55930041333993,5,10
0,4.37515798914792,6,1
0,-0.979728236751308,6,2
0,1.0665559719388,6,3
0,-0.0196439198472314,6,4
0,5.12142508864443,6,5
0,4.10271352213223,6,6
0,-5.30374286008458,6,7
0,2.36603332333071,6,8
0,-0.205889864432573,6,9
0,-0.875918413757472,6,10
0,-1.38358939971379,7,1
0,5.36754483848032,7,2
0,0.900289285775398,7,3
0,3.57469038997436,7,4
0,4.1638567160767,7,5
0,0.686369630371153,7,6
0,-1.62614472251488,7,7
0,-2.29975767095205,7,8
0,1.29463993606409,7,9
0,0.794431648174242,7,10
0,-1.27493229015254,8,1
0,-2.71876923023207,8,2
0,2.04162194055269,8,3
0,-5.20796514522966,8,4
0,1.72861592037331,8,5
0,0.517084426713029,8,6
0,0.041567097351983,8,7
0,-2.72926706791721,8,8
0,0.482789826634481,8,9
0,3.73748896937405,8,10
0,4.44296534338927,9,1
0,-0.721422376872861,9,2
0,-0.615435162305775,9,3
0,3.41338767851688,9,4
0,-0.182620366170167,9,5
0,2.51127275517212,9,6
0,2.22586178189859,9,7
0,-0.708475055165102,9,8
0,1.01988434763705,9,9
0,3.22975907108029,9,10
0,0.240302881217188,10,1
0,1.4749343093434,10,2
0,1.25192243904996,10,3
0,-0.149153082071026,10,4
0,-2.61471159177304,10,5
